index;x;y;z
333;0.401917;1.061493;0.052338
334;0.098892;0.985992;-0.054535
335;-0.054977;1.089096;0.431931
336;0.193604;1.797226;0.262939
337;1.172180;2.671844;0.374756
338;-0.018295;2.236862;-0.380219
339;0.187668;0.767380;-0.098160
340;1.701157;-0.505035;0.286621
341;0.352676;0.157288;0.175781
342;0.346222;0.901764;0.171234
343;0.028839;2.474792;0.394836
344;-0.978821;2.806763;0.312302
345;-3.145493;2.113129;0.310333
346;0.984970;0.809494;0.729202
347;-2.254944;-0.067825;1.701202
348;-1.067535;0.633072;0.618408
349;-0.199203;1.071838;0.221924
350;-0.020401;1.042755;-0.039993
351;0.267151;1.035126;0.044235
352;0.170212;1.028793;-0.171265
353;-0.056168;1.100327;0.389877
354;0.192352;1.658127;0.259399
355;1.018295;2.605576;0.378250
356;0.340454;2.518417;-0.398529
357;0.158676;1.174286;0.083740
358;1.130630;-0.423737;-0.358124
359;0.339645;0.456833;-0.258179
360;0.181137;1.069946;0.029785
361;-0.093170;2.386154;0.477249
362;-1.624924;2.533951;0.560654
363;-2.965668;1.844666;0.527954
364;-0.907867;1.351257;1.008408
365;-1.830582;-0.083679;1.444305
366;-1.159805;0.580185;1.011551
367;-0.153488;1.017044;-0.001892
368;-0.233826;1.066437;0.187180
369;0.398468;1.099411;-0.029343
370;0.036453;1.006927;-0.057129
371;-0.128159;1.058075;0.430618
372;0.354736;1.686691;0.205505
373;1.001465;2.449844;0.256699
374;0.134094;2.545425;-0.240768
375;0.007034;1.107025;-0.088013
376;1.433548;-0.450912;-0.018616
377;0.495758;0.180511;-0.095123
378;0.182831;0.837158;0.179871
379;0.058243;2.458786;0.260742
380;-1.222885;2.868469;0.436081
381;-3.026978;1.963730;0.503326
382;0.413239;1.287292;1.753082
383;-0.304184;0.502884;1.032700
384;-0.877426;0.671738;1.038147
385;0.101791;1.070572;-0.040161
386;-0.029190;1.032394;0.296722
387;0.195633;1.064026;-0.078690
388;0.081390;1.068832;0.121964
389;0.235657;1.454361;0.095551
390;0.328079;1.825012;0.466125
391;1.731171;2.818344;-0.073715
392;-0.729050;2.266815;-0.074234
393;0.053055;0.280045;-0.414841
394;0.543396;-0.185654;-0.418167
395;0.791428;0.363754;-0.076828
396;0.149918;1.173050;0.289703
397;-0.798447;2.537415;0.699341
398;-1.943268;2.288544;0.174057
399;-2.657883;1.763062;0.589813
400;6.233688;4.130783;1.665054
401;1.756287;0.554413;-0.656967
402;-0.631287;0.977814;0.212891
403;0.036484;0.979904;-0.217346
404;0.108902;1.038162;0.329010
405;0.174332;1.018707;-0.005493
406;-0.019623;1.026474;0.220078
407;0.253830;1.449448;0.085190
408;0.444641;2.134827;0.414886
409;2.068222;2.823563;0.011627
410;-0.458572;1.648346;0.529800
411;-0.429672;0.419907;-0.607010
412;0.515030;0.187943;-0.487015
413;0.688110;0.508408;-0.080017
414;0.169479;1.143021;0.319153
415;-0.752411;2.934830;0.594849
416;-2.106628;2.026810;0.296387
417;-2.471939;1.615906;0.697037
418;-0.659531;2.565445;-0.228607
419;-0.442917;1.249695;-0.613129
420;-0.586594;1.108948;0.173798
421;0.063263;1.028244;-0.309341
422;0.323883;1.032867;0.179260
423;0.230515;1.001755;-0.109451
424;0.006638;0.996750;0.391708
425;0.140030;1.617889;0.069138
426;0.574829;2.216660;0.439682
427;1.959167;2.935562;-0.439697
428;-0.554550;1.708923;0.623199
429;0.728882;-0.124649;-0.431702
430;0.226868;0.013062;-0.251770
431;0.373306;0.402771;0.048660
432;0.133179;1.527115;0.258682
433;-1.120148;3.384613;0.159256
434;-3.046402;1.954819;0.583237
435;-2.004852;1.678177;0.701828
436;-7.176483;2.184982;-2.152313
437;-2.334717;1.212463;-0.212326
438;-0.394012;0.994003;0.162216
439;-0.018890;1.035400;-0.142761
440;0.450424;1.092133;-0.055511
441;0.033997;1.004395;0.066879
442;-0.061768;1.089676;0.293945
443;0.288666;1.727844;0.338470
444;1.182144;2.738602;0.279068
445;0.259628;2.308365;-0.457993
446;0.003021;0.874100;-0.179413
447;1.553268;-0.497910;0.312225
448;0.636230;0.093872;-0.061005
449;0.297974;0.906357;0.095963
450;-0.187988;2.613235;0.624557
451;-1.566772;2.696304;0.525146
452;-2.971481;2.025558;0.422592
453;4.959351;4.092880;1.399841
454;1.344269;1.216400;-0.507111
455;-0.588547;1.221588;0.179321
456;0.048981;0.927063;-0.324753
457;0.227905;1.077469;0.206024
458;0.113037;1.073059;-0.058228
459;0.093658;1.032532;0.126511
460;0.337311;1.517548;0.104141
461;0.673599;2.159683;0.479050
462;1.941040;3.044800;-0.104034
463;-0.383713;1.820740;0.599319
464;0.639023;-0.203430;-0.467728
465;0.147598;0.101837;-0.383148
466;0.586823;0.559113;-0.119202
467;0.203705;1.985107;0.237259
468;-1.118927;3.027512;0.319412
469;-3.078857;1.875000;0.451340
470;-2.029449;1.371338;1.535645
471;-4.816711;1.455032;0.445099
472;-1.735886;0.919342;0.973495
473;-0.102127;1.004944;-0.018265
474;-0.203369;1.062500;0.268829
475;0.215530;1.059235;-0.003922
476;0.181763;1.084625;-0.158691
477;-0.006500;1.260635;0.348709
478;0.315826;1.796478;0.326508
479;1.366196;2.647461;0.210037
480;-0.333466;2.668533;-0.291489
481;0.243073;0.481567;-0.473297
482;1.274002;-0.408157;0.064240
483;0.754395;0.302750;-0.062683
484;0.123123;1.159271;0.127518
485;-0.357925;2.637650;0.509674
486;-1.552597;2.647598;0.271774
487;-2.807083;1.860962;0.594696
488;2.950760;0.489304;1.450348
489;0.411041;-0.447128;1.863113
490;-0.558563;0.665237;0.837021
491;-0.049744;1.060486;0.044739
492;-0.009964;0.998520;0.146301
493;0.320618;1.056732;-0.000427
494;0.198792;0.984863;-0.077942
495;0.185028;1.250580;0.182343
496;0.125671;1.572632;0.234879
497;0.871964;2.767548;0.516708
498;0.586685;2.183273;-0.246445
499;-0.191956;1.019821;-0.031143
500;1.486145;-0.399872;0.123596
501;0.472778;0.116562;-0.063202
502;0.333130;0.752319;0.000702
503;-0.114304;2.459900;0.523132
504;-1.490601;2.885269;0.472031
505;-3.190674;2.002762;0.242279
506;3.839294;0.720901;1.466141
507;0.857986;0.201523;0.869614
508;-0.511459;0.697723;0.756454
509;0.102112;1.047760;-0.111099
510;-0.002548;1.025955;0.135086
511;0.414093;0.984970;-0.162247
512;-0.014709;1.074097;0.056168
513;0.079239;1.034744;0.318039
514;0.285110;1.673462;0.067169
515;0.943573;2.990341;0.626282
516;0.387299;1.965103;-0.094315
517;-0.494781;0.821808;-0.094864
518;1.770966;-0.765533;-0.010559
519;0.429276;0.056580;-0.189072
520;0.365936;0.851852;-0.065094
521;-0.185440;2.772079;0.570084
522;-1.360779;2.752548;0.745544
523;-2.303925;2.124527;0.212387
524;4.612411;2.485565;0.856598
525;1.517670;0.084427;-0.068726
526;-0.175903;0.783936;0.492325
527;-0.031021;1.037445;-0.218323
528;-0.004822;1.024048;0.280090
529;0.208572;1.027145;-0.104904
530;0.213120;1.039642;-0.050186
531;0.164337;1.202621;0.287003
532;0.162460;1.655350;0.199234
533;1.340744;2.887131;0.482452
534;0.086716;2.240707;-0.364746
535;-0.144699;0.941772;-0.181198
536;1.492065;-0.509018;0.254807
537;0.394547;0.191666;0.125931
538;0.190094;0.737839;0.234009
539;-0.113068;2.162689;0.527954
540;-1.517334;2.822876;0.298920
541;-3.491257;1.976761;0.331726
542;3.253281;0.782654;1.659210
543;-0.110947;0.880341;0.658920
544;-0.899963;0.741119;0.870483
545;-0.041885;1.024918;-0.064163
546;-0.351410;1.038834;0.136719
547;0.273804;1.102341;0.025696
548;0.219498;1.016693;-0.084320
549;0.000031;1.108643;0.423660
550;0.196686;1.633789;0.119980
551;0.975830;2.829681;0.452408
552;0.770889;2.402222;-0.443634
553;-0.255051;0.901917;-0.110062
554;1.671127;-0.542099;0.319901
555;0.687546;0.122849;-0.153641
556;0.290039;0.894211;0.085144
557;-0.451492;2.670578;0.597397
558;-1.968140;2.887024;0.408981
559;-2.906097;1.832977;0.927322
560;4.802536;3.357346;0.240601
561;2.010971;0.476410;-0.204117
562;-0.078827;0.921234;0.163437
563;-0.139633;1.036102;-0.069290
564;-0.000900;1.085983;0.216919
565;0.257584;1.138702;0.017761
566;0.063934;1.009613;-0.038879
567;0.253510;1.331543;0.201370
568;0.434662;2.006760;0.248398
569;1.774963;2.965683;0.026413
570;-0.798782;1.760452;0.194244
571;-0.771347;0.467667;-0.589615
572;1.493454;-0.282089;-0.139786
573;0.840408;0.290665;0.040161
574;0.054764;1.275238;0.392487
575;-0.715042;2.870773;0.534897
576;-2.366135;2.345963;-0.030258
577;-2.461777;1.779007;0.715088
578;-6.612198;1.846268;-2.350082
579;-2.292007;1.485306;-0.400772
580;-0.189545;1.028381;0.119476
581;-0.228439;0.976303;0.015610
582;0.293549;1.114777;-0.000900
583;0.133408;1.096344;0.023285
584;0.009460;1.023087;0.167007
585;0.242874;1.573029;0.341980
586;0.824326;2.314041;0.283997
587;0.954330;3.012070;-0.238388
588;-0.242310;1.400314;0.260727
589;1.105072;-0.404755;0.036270
590;0.120529;0.157257;0.005096
591;0.279419;0.813263;0.079926
592;0.049332;2.208786;0.433441
593;-1.410736;2.681198;0.350891
594;-3.312057;1.882797;0.336288
595;-0.074448;1.204453;1.300598
596;-2.358322;0.830139;1.339279
597;-1.373917;0.740570;1.173035
598;-0.134430;0.984756;0.056931
599;-0.209106;1.061035;0.143234
600;0.218887;1.071075;0.023804
601;0.178848;1.092621;-0.081879
602;-0.006607;1.157547;0.335434
603;0.309601;1.632004;0.258530
604;0.875519;2.217545;0.275009
605;0.461426;2.737442;-0.344070
606;-0.037216;1.561676;-0.077164
607;1.390976;-0.336166;0.209412
608;0.638062;-0.012421;-0.025284
609;0.240936;0.675156;0.184235
610;0.043243;2.220367;0.435196
611;-1.320709;3.019821;0.457443
612;-3.551666;2.158646;0.509811
613;0.146622;1.041077;0.773590
614;-4.092896;1.075348;0.353882
615;-1.955185;0.950928;0.655075
616;-0.361618;0.942749;0.185806
617;-0.175674;1.058014;-0.115738
618;0.207932;1.140106;0.108948
619;0.069717;1.046692;-0.015259
620;-0.066879;1.028030;0.296021
621;0.250916;1.487274;0.155045
622;0.483795;2.103867;0.486969
623;1.644669;2.648148;-0.404083
624;-0.317795;1.606079;0.534378
625;0.890350;-0.246368;-0.141174
626;0.469345;0.146317;-0.126678
627;0.282333;0.691376;0.143784
628;0.131866;1.669495;0.439850
629;-0.987839;3.103958;0.415024
630;-3.085068;1.833344;0.526886
631;-1.743713;1.564316;0.576309
632;-7.629028;2.987213;-1.932999
633;-2.516190;1.366516;0.078430
634;-0.272217;0.952164;0.020599
635;-0.254852;1.009186;-0.086029
636;0.189804;1.165863;0.138809
637;0.018967;0.929153;0.166748
638;-0.006866;1.187546;-0.023712
639;0.322800;1.407532;0.239883
640;0.660339;2.131470;0.335510
641;1.045914;2.611649;-0.154007
642;-0.698837;1.522644;0.442459
643;0.539581;-0.077316;-0.124878
644;-0.032120;-0.047348;-0.144867
645;0.425705;0.445465;-0.126236
646;-0.514893;1.672943;0.600372
647;-1.614182;2.601944;0.309998
648;-2.570724;1.404526;0.380814
649;-0.354340;1.049973;0.721268
650;-5.131622;0.313782;1.727646
651;-1.201279;1.231369;0.558990
652;-0.106888;1.059601;0.011520
653;0.037766;1.005875;-0.042511
654;0.069183;0.962158;0.088959
655;0.085220;0.956467;0.066208
656;0.078873;0.990509;0.119156
657;0.065826;1.027054;0.116882
658;0.090271;1.003479;0.078476
659;0.231918;0.996826;-0.005630
660;0.006699;0.992798;0.150146
661;-0.131531;0.938843;0.159683
662;-0.101242;0.974884;0.171173
663;-0.095276;0.986526;0.191406
664;0.006424;1.009979;0.122696
665;-0.082962;0.960938;0.195343
666;-0.048874;0.989685;0.150558
667;-0.034027;0.991959;0.183594
668;0.004791;0.970367;0.173538
669;0.113419;1.033646;0.154602
670;0.114670;1.014557;0.150635
671;0.016159;0.964706;0.164413
672;0.040085;0.980347;0.134537
673;0.037140;0.989395;0.194153
674;0.047623;0.965958;0.116089
675;0.001831;0.995544;0.131638
676;-0.052826;1.008133;0.116547
677;-0.084000;1.002640;0.141388
678;-0.053696;0.995087;0.113647
679;-0.086624;1.010910;0.127686
680;-0.094772;0.988281;0.122040
681;-0.092773;0.995529;0.116638
682;-0.093643;0.987015;0.116379
683;-0.084473;0.987381;0.129044
684;-0.084183;0.988571;0.122665
685;-0.094742;0.992203;0.110886
686;-0.079895;1.001099;0.156677
687;-0.098038;0.990677;0.112564
